name,price,brand,url,image
Lancaster Table & Seating Black Stackable Banquet Chair with 2″ Padded Seat and Silver Vein Frame,"
	$295.00
","
			Chairs		",https://computerworldslu.com/product/lancaster-table-seating-black-stackable-banquet-chair-with-2-padded-seat-and-silver-vein-frame/,https://computerworldslu.com/wp-content/uploads/2024/07/1827972-300x300.png
Led Support 32′ to 90′ Tiltable Up to 75kg Xtech Xta-380,"
	$125.00
","
			TV Bracket		",https://computerworldslu.com/product/led-support-32-to-90-tiltable-up-to-75kg-xtech-xta-380/,https://computerworldslu.com/wp-content/uploads/2024/04/D_NQ_NP_2X_977611-MCO53707261677_022023-F-300x300.png
NASA Atlantis Gaming Chair (Blue/White),"
	$1150.00
","
			Chairs		",https://computerworldslu.com/product/nasa-atlantis-gaming-chair-blue-white/,https://computerworldslu.com/wp-content/uploads/2024/07/nasa_atalntis_gaming_chair_bluewhite_2_-300x300.png
"Nasa VOYAGER Gaming Chair, Black PU Wheels, Adjustable Armrests, Synthetic Leather – Black","
	$1150.00
","
			Chairs		",https://computerworldslu.com/product/nasa-voyager-gaming-chair-black-pu-wheels-adjustable-armrests-synthetic-leather-black/,https://computerworldslu.com/wp-content/uploads/2024/06/api.runbazaar-300x300.png
Perugia | Executive office chair,"
	$595.00
","
			Chairs		",https://computerworldslu.com/product/perugia-executive-office-chair/,https://computerworldslu.com/wp-content/uploads/2024/07/XTF-OC412_Banner_principal-300x300.png
Scissors Maped KidiCut,"
	$4.95
","
			Office Supplies		",https://computerworldslu.com/product/scissors-maped-kidicut/,https://computerworldslu.com/wp-content/uploads/2024/04/4354-300x300.jpg
"SZJD-6109-BK-2P Faux Leather Guest Office Chair, Waiting Conference Room Foyer with Lumbar Support and Padded Arms, 2, SZJD-6109-BK-2P, Color","
	$395.00
","
			Chairs		",https://computerworldslu.com/product/szjd-6109-bk-2p-faux-leather-guest-office-chair-waiting-conference-room-foyer-with-lumbar-support-and-padded-arms-2-szjd-6109-bk-2p-color/,https://computerworldslu.com/wp-content/uploads/2024/06/61KsPxSSXTL._AC_SL1500_-300x300.png
WAYFAIR David-James Big and Tall 400LBS Ergonomic Executive Chair,"
	$1350.00
","
			Chairs		",https://computerworldslu.com/product/wayfair-david-james-big-and-tall-400lbs-ergonomic-executive-chair/,https://computerworldslu.com/wp-content/uploads/2024/06/David-JamesBigandTall400LBSErgonomicExecutiveChair-300x300.png
"WAYFAIR Home Office Chair, 400LBS Big and Tall Heavy Duty Design, Ergonomic High Back Lumbar Back Support","
	$1095.00
","
			Chairs		",https://computerworldslu.com/product/wayfair-home-office-chair-400lbs-big-and-tall-heavy-duty-design-ergonomic-high-back-lumbar-back-support/,https://computerworldslu.com/wp-content/uploads/2024/06/HomeOfficeChair_2C400LBSBigandTallHeavyDutyDesign_2CErgonomicHighBackLumbarBackSupport-300x300.png
WAYFAIR Jakorey Vegan Leather Computer Executive Chair with Adjustable Rocking Function,"
	$1095.00
","
			Chairs		",https://computerworldslu.com/product/jakorey-vegan-leather-computer-executive-chair-with-adjustable-rocking-function/,https://computerworldslu.com/wp-content/uploads/2024/06/JakoreyVeganLeatherComputerExecutiveChairwithAdjustableRockingFunction-300x300.png
WAYFAIR SIHOO M18 Ergonomic Office Chair for Big and Tall People Adjustable Headrest with 2D Armrest Lumbar Support and PU Wheels Swivel Tilt Function Black,"
	$1250.00
","
			Chairs		",https://computerworldslu.com/product/wayfair-sihoo-m18-ergonomic-office-chair-for-big-and-tall-people-adjustable-headrest-with-2d-armrest-lumbar-support-and-pu-wheels-swivel-tilt-function-black/,https://computerworldslu.com/wp-content/uploads/2024/06/4174lNgPjSL-284x300.png
"Xtech AM160GEN32 – Black Office Chair, Adjustable Height, Armrest","
	$850.00
","
			Chairs		",https://computerworldslu.com/product/xtech-am160gen32-black-office-chair-adjustable-height-armrest/,https://computerworldslu.com/wp-content/uploads/2024/06/xtech-am160gen32-black-general-view-300x300.png
"Xtech Drakon – Black and Blue Gaming Chair, Adjustable Seat Height, Armrest","
	$895.00
","
			Chairs		",https://computerworldslu.com/product/xtech-drakon-black-and-blue-gaming-chair-adjustable-seat-height-armrest/,https://computerworldslu.com/wp-content/uploads/2024/06/xtech-drakon-isometric-left-view-238x300.png
XTECH EXECUTIVE BLACK CHAIR WITH ARM CHROME BASE | XTF-MC117,"
	$695.00
","
			Chairs		",https://computerworldslu.com/product/xtech-executive-black-chair-with-arm-chrome-base-xtf-mc117/,https://computerworldslu.com/wp-content/uploads/2024/06/XTF-MC117-2-300x300.png
"XTECH TILTING TV STAND FROM 32″ TO 70″, BLACK","
	$75.00
","
			TV Bracket		",https://computerworldslu.com/product/xtech-tilting-tv-stand-from-32-to-70-black/,https://computerworldslu.com/wp-content/uploads/2024/04/image-28-300x300.png
"3nStar Laser Handheld Barcode Scanner 1D, Autosense, Hands free stand","
	$250.00
","
			Bar code Scanner		",https://computerworldslu.com/product/3nstar-laser-handheld-barcode-scanner-1d-autosense-hands-free-stand/,https://computerworldslu.com/wp-content/uploads/2024/02/3nstar-laser-handheld-barcode-scanner-1d-autosense-2-300x300.png
3nstar SC305 Barcode scanner,"
	$495.00
","
			Bar code Scanner		",https://computerworldslu.com/product/3nstar-sc305/,https://computerworldslu.com/wp-content/uploads/2024/02/3nstar-SC305-2-300x300.png
3NSTAR TA010 FINGERPRINT READER,"
	$295.00
","
			Fingerprint Scanner		",https://computerworldslu.com/product/3nstar-ta010-fingerprint-reader/,https://computerworldslu.com/wp-content/uploads/2024/02/lector-de-huellas-3nstar-ta010-300x300.png
ACER SWIFT 3,"
	$2950.00
","
			Computers		",https://computerworldslu.com/product/acer-swift-3/,https://computerworldslu.com/wp-content/uploads/2024/02/41q2aMNM26L._AC_SX679_-300x300.jpg
Acer TravelMate P2 TMP215-53,"
	$1295.00
","
			Computers		",https://computerworldslu.com/product/acer-travelmate-p2-tmp215-53/,https://computerworldslu.com/wp-content/uploads/2024/02/2725969_800x600_b-300x300.png
ADATA RGB SE770G 512GB USB3.2 Type-C Fast Transfer for Gaming and Personal External SSD (ASE770G-512GU32G2-CBK),"
	$295.00
","
			External Storage		",https://computerworldslu.com/product/adata-rgb-se770g-512gb-usb3-2-type-c-fast-transfer-for-gaming-and-personal-external-ssd-ase770g-512gu32g2-cbk/,https://computerworldslu.com/wp-content/uploads/2024/02/61wyBgGDITL._AC_SL1200_-300x300.png
Amazon Blink Mini 1080p Security Camera – 2pk,"
	$445.00
","
			Camera		",https://computerworldslu.com/product/amazon-blink-mini-1080p-security-camera-2pk/,https://computerworldslu.com/wp-content/uploads/2024/02/image-12-300x300.png
Blink – Add-On Outdoor (3rd Gen) Wireless 1080p Security Camera Black,"
	$645.00
","
			Camera		",https://computerworldslu.com/product/blink-add-on-outdoor-3rd-gen-wireless-1080p-security-camera-black/,https://computerworldslu.com/wp-content/uploads/2024/02/6427061cv13d-300x300.png
Blink – Mini Indoor 1080p Wireless Security Camera – White,"
	$295.00
","
			Camera		",https://computerworldslu.com/product/blink-mini-indoor-1080p-wireless-security-camera-white/,https://computerworldslu.com/wp-content/uploads/2024/02/6401018cv13d-300x300.jpg
Blink Outdoor 3-Camera Kit HD Security Camera System,"
	$1350.00
","
			Camera		",https://computerworldslu.com/product/blink-outdoor-3-camera-kit-hd-security-camera-system/,https://computerworldslu.com/wp-content/uploads/2024/02/s-l1600-2-300x300.png
Dell Latitude 3420 14″ Commercial Laptop Computer – Black,"
	$2450.00
","
			Computers		",https://computerworldslu.com/product/dell-latitude-3420-14-commercial-laptop-computer-black/,https://computerworldslu.com/wp-content/uploads/2024/02/653892_443440_01_front_zoom-300x300.png
Dell Latitude 5330,"
	$2950.00
","
			Computers		",https://computerworldslu.com/product/dell-latitude-5330/,https://computerworldslu.com/wp-content/uploads/2024/02/original-300x300.png
FORZA FNA-790 90W UNIVERSAL CHARGER,"
	$195.00
","
			Laptop Charger		",https://computerworldslu.com/product/forza-fna-790-90w-universal-charger/,https://computerworldslu.com/wp-content/uploads/2024/03/image-16-300x300.png
HP EliteBook 640 G9,"
	$3450.00
","
			Computers		",https://computerworldslu.com/product/hp-elitebook-640-g9/,https://computerworldslu.com/wp-content/uploads/2024/02/6530634_sd-300x300.png
HP ENVY x360 Convertible 15-es2501dx,"
	$3450.00
","
			Computers		",https://computerworldslu.com/product/hp-envy-x360-convertible-15-es2501dx/,https://computerworldslu.com/wp-content/uploads/2024/02/6551225_sd-300x300.png
HP ProBook 440 G9 14 Notebook,"
	$2450.00
","
			Computers		",https://computerworldslu.com/product/hp-probook-440-g9-14-notebook/,https://computerworldslu.com/wp-content/uploads/2024/02/51MVeWSk3DL._US700_-300x300.png
Klip Xtreme KNB-399 Krusader Backpack For 13.3″ Laptop – Black,"
	$125.00
","
			Bags		",https://computerworldslu.com/product/klip-xtreme-knb-399-krusader-backpack-for-13-3-laptop-black/,https://computerworldslu.com/wp-content/uploads/2024/03/055a1c0b24d982dc74cbe71ae82c2ae4e425e21a-300x300.png
KLIP XTREME KNB-456BK 15.6″ BLACK BACKPACK,"
	$95.00
","
			Bags		",https://computerworldslu.com/product/klip-xtreme-knb-456bk-15-6%e2%80%b3-black-backpack/,https://computerworldslu.com/wp-content/uploads/2024/03/KNB-456BK-300x300.png
Klip Xtreme Notebook sleeve 14.1 in reversible cover,"
	$45.00
","
			Bags		",https://computerworldslu.com/product/klip-xtreme-notebook-sleeve-14-1-in-reversible-cover/,https://computerworldslu.com/wp-content/uploads/2024/03/funda-klip-xtreme-notebook-sleeve-141-in-reversible-300x300.png
Klip Xtreme Protective Sleeve for Tablets,"
	$75.00
","
			Bags		",https://computerworldslu.com/product/klip-xtreme-protective-sleeve-for-tablets/,https://computerworldslu.com/wp-content/uploads/2024/03/001KLX06_Grey-300x300.png
KlipX Backpack KNB-406BL 15.6,"
	$85.00
","
			Bags		",https://computerworldslu.com/product/klipx-backpack-knb-406bl-15-6/,https://computerworldslu.com/wp-content/uploads/2024/03/Fotos-landing-KNB-406BL-300x300.png
KlipX Bag NB KLB-461BG/15.6,"
	$115.00
","
			Bags		",https://computerworldslu.com/product/klipx-bag-nb-klb-461bg-15-6/,https://computerworldslu.com/wp-content/uploads/2024/03/KLB-461BG-Landing0-1-300x300.png
Klipx Notebook Case 15.6-inch Top Loader Knc-025,"
	$125.00
","
			Bags		",https://computerworldslu.com/product/klipx-notebook-case-15-6-inch-top-loader-knc-025/,https://computerworldslu.com/wp-content/uploads/2024/03/Product_20Catalog_2FProduct_20Items_2FKNC-025-land-300x300.png
KLIPX NOTEBOOK CASE 15.6″ (KNB-416GR),"
	$95.00
","
			Bags		",https://computerworldslu.com/product/klipx-notebook-case-15-6-knb-416gr/,https://computerworldslu.com/wp-content/uploads/2024/03/image-23-300x300.png
Ladies bags Amalfi KLB-450BG 15.6,"
	$145.00
","
			Bags		",https://computerworldslu.com/product/ladies-bags-amalfi-klb-450bg-15-6/,https://computerworldslu.com/wp-content/uploads/2024/03/fotos-landing-KLB-450-BG-300x300.png
"LENOVO IdeaPad Flex 5 16IRU8, 16″ TOUCHSCREEN, I7-1355U, 16GB, 512GB SSD, W11, ABYSS BLUE","
	$2950.00
","
			Computers		",https://computerworldslu.com/product/lenovo-ideapad-flex-5-16iru8-16-touchscreen-i7-1355u-16gb-512gb-ssd-w11-abyss-blue/,https://computerworldslu.com/wp-content/uploads/2024/02/IdeaPad_Flex_5_16IRU8_CT4_04-300x300.png
Microsoft Surface Go 2 Tablet,"
	$1295.00
","
			Computers		",https://computerworldslu.com/product/microsoft-surface-go-2-tablet/,https://computerworldslu.com/wp-content/uploads/2024/02/s-l1600-1-300x300.png
MUNBYN POS Receipt Printer,"
	$595.00
","
			Printers		",https://computerworldslu.com/product/munbyn-pos-receipt-printer/,https://computerworldslu.com/wp-content/uploads/2024/02/71wxFQfoXzL._AC_SL1500_-300x300.png
NEWLAND WIRED BARCODE SCANNER/READER / NLS-HR12 / BLACK,"
	$195.00
","
			Bar code Scanner		",https://computerworldslu.com/product/newland-wired-barcode-scanner-reader-nls-hr12-black/,https://computerworldslu.com/wp-content/uploads/2024/02/NEWLAND_HR1250-70_ICECAT_17962663-300x300.png
Nexxt – Indoor And Outdoor Battery Camera,"
	$350.00
","
			Camera		",https://computerworldslu.com/product/nexxt-indoor-and-outdoor-battery-camera/,https://computerworldslu.com/wp-content/uploads/2024/02/798302057531-a-1-300x300.png
NEXXT Indoor WiFi Fixed Security Camera Day/Night Vision 2K QHD,"
	$155.00
","
			Camera		",https://computerworldslu.com/product/nexxt-indoor-wifi-fixed-security-camera-day-night-vision-2k-qhd/,https://computerworldslu.com/wp-content/uploads/2024/02/image-13-300x300.png
Smart doorbell with camera,"
	$395.00
","
			Camera		",https://computerworldslu.com/product/smart-doorbell-with-camera/,https://computerworldslu.com/wp-content/uploads/2024/02/nhc-d100_bn_ca_01_esp-300x300.png
Tucano Hop Backpack for 15.6″ and 16″ Laptops,"
	$240.00
","
			Bags		",https://computerworldslu.com/product/tucano-hop-backpack-for-15-6-and-16-laptops/,https://computerworldslu.com/wp-content/uploads/2024/03/1649863047_IMG_1735748-300x300.png
TUCANO Velluto Sleeve MB Pro/Air 13inch Notebook Black,"
	$125.00
","
			Audio Accessories		",https://computerworldslu.com/product/tucano-velluto-sleeve-mb-pro-air-13inch-notebook-black/,https://computerworldslu.com/wp-content/uploads/2024/03/BFVELMB13-BK-6-300x300.png
XTech Insurgent XTB507 portable suitcase up to 16.5″,"
	$145.00
","
			Bags		",https://computerworldslu.com/product/xtech-insurgent-xtb507-portable-suitcase-up-to-16-5/,https://computerworldslu.com/wp-content/uploads/2024/03/morral-xtech-insurgent-xtb507-300x300.png
XTECH XTB-209 Backpack 15.6″Inch Black,"
	$55.00
","
			Bags		",https://computerworldslu.com/product/xtech-xtb-209-backpack-15-6inch-black/,https://computerworldslu.com/wp-content/uploads/2024/03/image-20-300x300.png
ZOZO 90W AC Automatic Voltage Laptop Charger,"
	$195.00
","
			Laptop Charger		",https://computerworldslu.com/product/zozo-90w-ac-automatic-voltage-laptop-charger/,https://computerworldslu.com/wp-content/uploads/2024/02/71vMosnWNJL._AC_SL1500_-300x300.png
“Bazic Silky Gel Crayons 12-Pack | Smooth and Vibrant Coloring |,"
	$16.95
","
			Cryaons		",https://computerworldslu.com/product/bazic-silky-gel-crayons-12-pack-smooth-and-vibrant-coloring/,https://computerworldslu.com/wp-content/uploads/2023/06/45345ef77ed0045db4bfd7fea3f472bf-300x300.jpeg
12PT C1S Cast Coated Cover – Available in 25 and 100 Sheet Packs,"
	$18.35 – $50.00
","
			CardStock		",https://computerworldslu.com/product/12pt-c1s-cast-coated-cover-available-in-25-and-100-sheet-packs/,https://computerworldslu.com/wp-content/uploads/2023/08/images.jpeg
18-Channel CCTV Camera Power Supply Distribution Unit,"
	$445.00
","
			Power Supplies		",https://computerworldslu.com/product/18-channel-cctv-camera-power-supply-distribution-unit/,https://computerworldslu.com/wp-content/uploads/2023/10/download-22.jpeg
“Intergra Wood Case Pencils 11 pk,"
	$4.75
","
			Pencils		",https://computerworldslu.com/product/intergra-wood-case-pencils-11-pk/,https://computerworldslu.com/wp-content/uploads/2023/06/1012683004-300x300.jpg
1501 CHM BLK  Office source  Executive Chair,"
	$1550.00
","
			Arm Chair		",https://computerworldslu.com/product/1501-chm-blk-office-source-executive-chair/,https://computerworldslu.com/wp-content/uploads/2023/04/1a8e870e-f622-4b1c-89a0-6a8b64a80f5b-300x300.png
2 1/4 x 60 Thermal Credit Card Rolls – High-Quality Thermal Paper for Smooth Credit Card Transactions,"
	$2.65
","
			Receipt Rolls (Paper)		",https://computerworldslu.com/product/2-1-4-x-60-thermal-credit-card-rolls-high-quality-thermal-paper-for-smooth-credit-card-transactions/,https://computerworldslu.com/wp-content/uploads/2023/06/ezgif.com-webp-to-jpg-6-1-300x300.jpg
2 MP IP camera Hikvision DS-2CD1023G0-I (4 mm),"
	$395.00
","
			CCTV		",https://computerworldslu.com/product/2-mp-ip-camera-hikvision-ds-2cd1023g0-i-4-mm/,https://computerworldslu.com/wp-content/uploads/2021/05/CR-2.jpg
2 MP IP camera Hikvision DS-2CD1621FWD-IZ,"
	$545.00
","
			CCTV		",https://computerworldslu.com/product/2-mp-ip-camera-hikvision-ds-2cd1621fwd-iz/,https://computerworldslu.com/wp-content/uploads/2021/05/hikvision-ds-2cd1621fwd-iz-600x600-1.jpg
20 Sheets Finger Paint Paper Pad – 16″ x 12″ – High-Quality Artistic Paper for Finger Painting,"
	$7.25
","
			Office Supplies		",https://computerworldslu.com/product/20-sheets-finger-paint-paper-pad-16-x-12-high-quality-artistic-paper-for-finger-painting/,https://computerworldslu.com/wp-content/uploads/2023/06/5040-300x300.jpg
24/8 No128 kangaro staples,"
	$3.50
","
			STATIONERY		",https://computerworldslu.com/product/24-8-no128-kangaro-staples/,https://computerworldslu.com/wp-content/uploads/2021/07/8901057500326-surmata-surraptikou-24-8-no128-kangaro.jpg
2m USB 2.0 A to B Cable – M/M,"
	$25.00
","
			Cables		",https://computerworldslu.com/product/2m-usb-2-0-a-to-b-cable-m-m/,https://computerworldslu.com/wp-content/uploads/2021/05/usb2habxm.main_-300x300.jpg
3 Drawer Lateral file Cabinet,"
	$1450.00
","
			Cabinets		",https://computerworldslu.com/product/3-drawer-lateral-file-cabinet/,https://computerworldslu.com/wp-content/uploads/2023/04/124f2e8d-04c9-4cff-959b-269f0d0c60c0-300x300.jpg
3.3 ft. USB C to DP 1.4 Cable,"
	$145.00
","
			Computer Accessories		",https://computerworldslu.com/product/3-3-ft-usb-c-to-dp-1-4-cable/,https://computerworldslu.com/wp-content/uploads/2022/03/ETDCDP2DP141MBD__69821.1600788161.jpg
3nStar Lazer Scanner,"
	$195.00 – $750.00
","
			Bar code Scanner		",https://computerworldslu.com/product/3nstar-lazer-scanner/,https://computerworldslu.com/wp-content/uploads/2022/03/download-15.jpg
6 ft Slim High Speed HDMI Cable with Ethernet – HDMI to HDMI Mini M/M,"
	$39.00
","
			HDMI CABLES		",https://computerworldslu.com/product/6-ft-slim-high-speed-hdmi-cable-with-ethernet-hdmi-to-hdmi-mini-m-m/,https://computerworldslu.com/wp-content/uploads/2021/05/hdmiacmm6s.main_.jpg
64GB Kingston DataTraveler 100 USB3.0 Flash Drive Black,"
	$59.00
","
			USB Drives		",https://computerworldslu.com/product/64gb-kingston-datatraveler-100-usb3-0-flash-drive-black/,https://computerworldslu.com/wp-content/uploads/2021/05/s-l1600-3-300x300.jpg
64GB Kingston DataTraveler USB 3.0 Flash Drive,"
	$59.00
","
			USB Drives		",https://computerworldslu.com/product/64gb-kingston-datatraveler-usb-3-0-flash-drive/,https://computerworldslu.com/wp-content/uploads/2021/05/s-l1600-300x300.jpg
"64GB, 32GB USB FLASH DRIVE, USB 2.0, UV210 METAL","
	$35.00 – $55.00
","
			USB Drives		",https://computerworldslu.com/product/64gb-32gb-usb-flash-drive-usb-2-0-uv210-metal/,https://computerworldslu.com/wp-content/uploads/2021/05/64gb-usb-flash-drive-usb-20-uv210-metal-2-1-300x300.jpg
65W 45W Type C USB C Laptop Charger AC Adapter fit for Len ove Chromebook N23 Yoga/Flex 11 Chromebook/ThinkPad 13 Chromebook 2nd Generation/11e 4th Gen 100e 300e 500e c340 c340-11 c340-15 s330 s340,"
	$195.00
","
			Laptop Charger		",https://computerworldslu.com/product/65w-45w-type-c-usb-c-laptop-charger-ac-adapter-fit-for-len-ove-chromebook-n23-yoga-flex-11-chromebook-thinkpad-13-chromebook-2nd-generation-11e-4th-gen-100e-300e-500e-c340-c340-11-c340-15-s330-s340/,https://computerworldslu.com/wp-content/uploads/2022/05/61DAGS8GlsL._AC_SX679_.jpg
"8.5×11 Cork Board – Compact and Versatile Bulletin Board for Home, Office, and Schoo","
	$3.00
","
			Cork Board		",https://computerworldslu.com/product/8-5x11-cork-board-compact-and-versatile-bulletin-board-for-home-office-and-schoo/,https://computerworldslu.com/wp-content/uploads/2023/06/BP-6020-12_736223-300x300.jpg
8cm Plastic Paper Fasteners – Durable and Convenient Document Binding Solution,"
	$6.25
","
			Office Supplies		",https://computerworldslu.com/product/8cm-plastic-paper-fasteners-durable-and-convenient-document-binding-solution/,https://computerworldslu.com/wp-content/uploads/2023/08/H2cd7cd22b11a47669a51e233586230271-300x300.jpg
90 GSM Legal White Multifunction Paper – Pack of 500 Sheets for Versatile Printing,"
	$42.00
","
			Legal		",https://computerworldslu.com/product/90-gsm-legal-white-multifunction-paper-pack-of-500-sheets-for-versatile-printing/,https://computerworldslu.com/wp-content/uploads/2023/08/61YWcXKHmKL._AC_UF8941000_QL80_-300x300.jpg
920-002714 LOGITECH MEDIA COMBO MK200 FULL-SIZE KEYBOARD AND HIGH-DEFINITION OPTICAL MOUSE 097855067166,"
	$120.00
","
			KEYBOARD		",https://computerworldslu.com/product/920-002714-logitech-media-combo-mk200-full-size-keyboard-and-high-definition-optical-mouse-097855067166/,https://computerworldslu.com/wp-content/uploads/2021/06/mk200.jpg
"A4 Copy Paper – 8.27×11.69 Inches, Ideal for Printing and Reproducing Documents","
	$24.00 – $120.00
","
			A4		",https://computerworldslu.com/product/a4-copy-paper-8-27x11-69-inches-ideal-for-printing-and-reproducing-documents/,https://computerworldslu.com/wp-content/uploads/2023/08/printing-paper-300x300.jpg
A4 Neon and Pastel Color Copy Paper – Pack of 100 Sheets for Eye-Catching Projects,"
	$13.00
","
			Legal		",https://computerworldslu.com/product/a4-neon-and-pastel-color-copy-paper-pack-of-100-sheets-for-eye-catching-projects/,https://computerworldslu.com/wp-content/uploads/2023/08/41Q2ZQxLMgL._AC_UF8941000_QL80_-300x300.jpg
ACCO Blue Data Binder 11″ x 14 7/8″: Reliable and Professional Data Organization,"
	$11.55
","
			Data Binder		",https://computerworldslu.com/product/acco-blue-data-binder-11-x-14-7-8-reliable-and-professional-data-organization/,https://computerworldslu.com/wp-content/uploads/2023/08/acco-pressboard-hanging-data-binder-11-x-14-7-8-burst-sheets-light-blue-acc54272-26.jpeg
Adapter Mini DisplayPort for HDMI 4K 13cm Black Belkin,"
	$95.00
","
			Computer Accessories		",https://computerworldslu.com/product/adapter-mini-displayport-for-hdmi-4k-13cm-black-belkin/,https://computerworldslu.com/wp-content/uploads/2021/05/s-l500-1.jpg
ADAPTER-CONVERTER CA TYPE FEMALE DISPLAYPORT,"
	$65.00
","
			Computer Accessories		",https://computerworldslu.com/product/adapter-converter-ca-type-female-displayport/,https://computerworldslu.com/wp-content/uploads/2022/03/adaptador-convertidor-tipo-c-a-display-port-hembra.jpg
ADATA 2TB Hard drive,"
	$395.00
","
			Computer Accessories		",https://computerworldslu.com/product/adata-2tb-hard-drive/,https://computerworldslu.com/wp-content/uploads/2022/03/adata-hd330-2tb-external-hard-disk-black-300x300.jpg
ADATA 960GB SSD,"
	$495.00
","
			Computer Accessories		",https://computerworldslu.com/product/adata-960gb-ssd/,https://computerworldslu.com/wp-content/uploads/2022/03/5fc404_7ab37403c2b34faa842c723d0b07525e_mv2.jpg
ADATA DDR4 2666 Desktop Memory,"
	$245.00
","
			Computer Accessories		",https://computerworldslu.com/product/adata-ddr4-2666-desktop-memory/,https://computerworldslu.com/wp-content/uploads/2022/03/MEMDAT5900_400.jpg
"ADATA Premier 16GB, 32GB, 64GB microSDHC/SDXC Memory Card with Adapter","
	$29.00 – $55.00
","
			Memory Cards		",https://computerworldslu.com/product/adata-premier-16gb-32gb-64gb-microsdhc-sdxc-memory-card-with-adapter/,https://computerworldslu.com/wp-content/uploads/2021/05/4713435796849-001-1400Wx1400H.jpg
"ADATA Premier 32GB, 128GB, 256GB MicroSDHC/SDXC UHS-I Class 10 V10 A1 Memory Card with Adapter Read up to 100 MB/s","
	$39.00 – $195.00
","
			Memory Cards		",https://computerworldslu.com/product/adata-premier-32gb-128gb-256gb-microsdhc-sdxc-uhs-i-class-10-v10-a1-memory-card-with-adapter-read-up-to-100-mb-s/,https://computerworldslu.com/wp-content/uploads/2021/05/adata-microsdxc-128gb-uhs-i-100-25mb-s-adapter-300x300.jpg
ADATA UV220 16GB White/Gray USB 2.0,"
	$25.00
","
			USB Drives		",https://computerworldslu.com/product/adata-uv220-16gb-white-gray-usb-2-0/,https://computerworldslu.com/wp-content/uploads/2021/05/4713218462732.jpg
